# t,a,e,i,Omega,omega,varpi,f,M,lam
2.593275000000000000e+07,3.001642357822733587e+01,1.495906171611102557e-02,1.874719565167767499e+00,1.263718295609730831e+02,3.070462010662603234e+02,7.341803062723337803e+01,1.535250057586797539e+02,1.527530728412186818e+02,2.261711034684520598e+02
2.629800000000000000e+07,3.020551961976116573e+01,8.137567697231723809e-03,1.876744476625796132e+00,1.262472164746719585e+02,3.295978268726778992e+02,9.584504334734985775e+01,1.539827509321231105e+02,1.535714654948257873e+02,2.494165088421756593e+02
2.666325000000000000e+07,3.022364118616581763e+01,7.105734824187204431e-03,1.877015217243958478e+00,1.261928403724561605e+02,2.896510238788085303e+02,5.584386425126468367e+01,-1.423344045886316280e+02,2.181652541029921224e+02,2.740091183542568274e+02
2.702850000000000000e+07,3.003337769454120476e+01,1.350248570139191834e-02,1.876766774807299143e+00,1.261542433697724306e+02,3.046882044136900731e+02,7.084244778346253213e+01,-1.333849454623978659e+02,2.277473942456618374e+02,2.985898420291243269e+02
2.739375000000000000e+07,2.995399029734709018e+01,1.351670061783425379e-02,1.879076125888434090e+00,1.260746635070552060e+02,3.237750943692317378e+02,8.984975787628697219e+01,-1.290913029016987252e+02,2.321185698182787860e+02,3.219683276945657440e+02
2.775900000000000000e+07,3.016405876807302278e+01,1.070440030360155989e-02,1.879439663083657397e+00,1.259890098651848405e+02,2.976056003197575706e+02,6.359461018494241102e+01,-7.975516086584046604e+01,2.814501728432776417e+02,3.450447830282200243e+02
2.812425000000000000e+07,3.026657881146956086e+01,1.537128354248896989e-02,1.877848638122488589e+00,1.258549443974298185e+02,2.903894009736305293e+02,5.624434537106036913e+01,-4.828618458196094565e+01,3.130186289203669503e+02,9.262974291427342521e+00
2.848950000000000000e+07,3.011015725498267415e+01,1.364421813039218452e-02,1.879179721657863844e+00,1.258434593124731293e+02,3.127093939922305594e+02,7.855285330470371719e+01,-4.576222212209433593e+01,3.153499930976473706e+02,3.390284640235109492e+01
2.885475000000000000e+07,3.001809924429624488e+01,9.689920383751880403e-03,1.878631651552042481e+00,1.257878312596816102e+02,3.063951914770571534e+02,7.218302273673877778e+01,-1.484327703160100675e+01,3.454391902351378576e+02,5.762221297187662117e+01
2.922000000000000000e+07,3.016385705831338271e+01,1.509459595493327887e-02,1.881164084571349093e+00,1.256165317038526439e+02,3.029310534595409194e+02,6.854758516339354912e+01,1.243111271594746547e+01,1.206284207657598451e+01,8.061042723996952475e+01
2.958525000000000000e+07,3.025695592735231187e+01,1.683296608729322949e-02,1.879931935287574740e+00,1.255850781927952511e+02,3.217447251755449429e+02,8.732980336834020818e+01,1.768023844429506397e+01,1.710139279103269416e+01,1.044311961593729023e+02
2.995050000000000000e+07,3.005067193339460374e+01,9.328274699750772198e-03,1.878439746300646584e+00,1.255192285054958887e+02,3.159981165680226809e+02,8.151734507351852699e+01,4.832939885717660644e+01,4.753462671421159058e+01,1.290519717877301105e+02
3.031575000000000000e+07,2.994098851677448891e+01,1.144300253688354009e-02,1.881536893661534871e+00,1.255036727257562603e+02,2.875168539023945868e+02,5.302052662815085426e+01,1.014457841649516467e+02,1.001584249505614821e+02,1.531789515787123435e+02
3.068100000000000000e+07,3.011387439995588977e+01,1.404316769786098477e-02,1.880795677173385583e+00,1.254134764622210412e+02,3.166153897798058097e+02,8.202886624202686505e+01,9.604793755440648795e+01,9.444594042548395407e+01,1.764748066675108191e+02
3.104625000000000000e+07,3.029109882985742175e+01,9.673833071471642578e-03,1.879190699781492890e+00,1.252706179449066042e+02,3.512974630561146228e+02,1.165680810010211843e+02,8.451737671589846457e+01,8.341468992334698385e+01,1.999827709243681682e+02
3.141150000000000000e+07,3.014780470893335718e+01,8.072227829322476539e-03,1.879201537566499214e+00,1.253042078056312079e+02,3.099863245655399169e+02,7.529053237117109632e+01,1.494569096548786149e+02,1.489843715905560373e+02,2.242749039617271478e+02
3.177675000000000000e+07,3.000165988605808920e+01,1.367014591568202139e-02,1.879063514254966982e+00,1.252679350567136680e+02,3.102229010821014299e+02,7.549083613881511212e+01,1.731768437973577193e+02,1.729888254960914935e+02,2.484796616349065630e+02
3.214200000000000000e+07,3.012443619557214092e+01,1.031151591510975907e-02,1.881310817780479150e+00,1.251221834507688300e+02,3.227996951983862459e+02,8.792187864915504747e+01,-1.759390606505667733e+02,1.841452681053792162e+02,2.720671467545342921e+02
3.250725000000000000e+07,3.025251809381400747e+01,7.678132776309127064e-03,1.879046420337787016e+00,1.251026382232241332e+02,2.974487741831889025e+02,6.255141240641302147e+01,-1.277690343174338778e+02,2.329289307953874300e+02,2.954803432018004514e+02
3.287250000000000000e+07,3.010554262769333178e+01,1.253722009397921847e-02,1.877067262205129428e+00,1.250378558444395765e+02,3.070390955050909270e+02,7.207695134953051763e+01,-1.138857165662339810e+02,2.474328897011802155e+02,3.195098410507107474e+02
3.323775000000000000e+07,2.993132368402173071e+01,1.321926571595646860e-02,1.881133170390699938e+00,1.250530222978411388e+02,3.331558070252399375e+02,9.820882932308107627e+01,-1.158028029705230324e+02,2.455668580144616442e+02,3.437756873375427062e+02
3.360300000000000000e+07,3.008159336908360970e+01,1.037997124545916861e-02,1.879205535473092992e+00,1.249697348757941597e+02,3.084012948705397434e+02,7.337102974633388897e+01,-6.672245297591864244e+01,2.943668150404135417e+02,7.737844786747452019e+00
3.396825000000000000e+07,3.029057046323340785e+01,1.730859277080002215e-02,1.879215974564926839e+00,1.248474742434404021e+02,2.988327674768475504e+02,6.368024172028797381e+01,-3.349066422880225957e+01,3.275920358161260992e+02,3.127227753641409436e+01
3.433350000000000000e+07,3.019609789545421563e+01,1.595864997823275011e-02,1.878342117706285785e+00,1.249232676046002695e+02,3.189931938209080613e+02,8.391646142550834497e+01,-2.987262140408127919e+01,3.310288420969792469e+02,5.494530352248759897e+01
3.469875000000000000e+07,2.999816276823946382e+01,9.086214624182936683e-03,1.879104844623082915e+00,1.248518593850657510e+02,3.191051083943722233e+02,8.395696777943798850e+01,-5.108667163495307584e+00,3.549834212215450293e+02,7.894038900098303202e+01
3.506400000000000000e+07,3.007014544567686798e+01,1.270166790038374134e-02,1.881708988958581408e+00,1.247886902467413108e+02,3.044579073308034936e+02,6.924659757754479017e+01,3.460113979726668276e+01,3.378106049178612835e+01,1.030276580693309114e+02
